Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,40,40,21042.247799996403,21214.62230750003,21042.247799996403,21470.308999996632,0.0,1.632411250639378,1.632411250639378,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
,Aggregated,40,40,21042.247799996403,21214.62230750003,21042.247799996403,21470.308999996632,0.0,1.632411250639378,1.632411250639378,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
